Alle Berechnungsarten;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;gen1;L1-2;L1-2;L1-2;L1-2;L1-2;L1-2;L1-2;L1-2;L1-2;L1-2;load1;load1;load1;load1
"Zeitpunkt in s";"Nennfrequenz in Hz";"Tag[Pgn] in s";"Nenn-Leistungsfaktor";"dkd";"dpe";"Turbinenleistung in p.u.";"dpu";"Zusätzliches Drehmoment in p.u.";"Drehmoment Eingang in p.u.";"Td0' in s";"Td' in s";"Tq0' in s";"Tq' in s";"Td0'' in s";"Td'' in s";"Tq0'' in s";"Tq'' in s";"U, Winkel in deg";"u, Betrag in p.u.";"Elektrische Frequenz in Hz";"Gesättigte Hauptfeldreaktanz, d-Achse in p.u.";"Gesättigte Hauptfeldreaktanz, q-Achse in p.u.";"xl in p.u.";"rstr in p.u.";"xrld in p.u.";"xrlq in p.u.";"Subtransiente Reaktanz, d-Achse in p.u.";"Subtransiente Reaktanz, q-Achse in p.u.";"xd' in p.u.";"xq' in p.u.";"Synchrone Reaktanz, d-Achse in p.u.";"Synchrone Reaktanz, q-Achse in p.u.";"Reaktanz der Erregerwicklung in p.u.";"Reaktanz der 1d-Dämpferwicklung in p.u.";"Reaktanz der 1q-Dämpferwicklung in p.u.";"Reaktanz der 2q-Dämpferwicklung in p.u.";"Widerstand der Erregerwicklung in p.u.";"Widerstand der 1d-Dämpferwicklung in p.u.";"Widerstand der 1q-Dämpferwicklung in p.u.";"Widerstand der 2q-Dämpferwicklung in p.u.";"U, Winkel in deg";"u, Betrag in p.u.";"Elektrische Frequenz in Hz";"Mechanisches Moment in p.u.";"Elektrisches Moment in p.u.";"Ständerstrom, d-Achse in p.u.";"Ständerstrom, q-Achse in p.u.";"Strom in Erregerwicklung in p.u.";"Strom in 1d-Dämpferwicklung in p.u.";"Strom in 1q-Dämpferwicklung in p.u.";"Strom in 2q-Dämpferwicklung in p.u.";"Ständerfluss, d-Achse";"Ständerfluss, q-Achse in p.u.";"Subtransienter Fluss, d-Achse in p.u.";"Subtransienter Fluss, q-Achse in p.u.";"Fluss in Erregerwicklung in p.u.";"Fluss in 1d-Dämpferwicklung in p.u.";"Fluss in 1q-Dämpferwicklung in p.u.";"Fluss in 2q-Dämpferwicklung in p.u.";"Spannung, d-Achse in p.u.";"Spannung, q-Achse in p.u.";"Subtransiente Spannung, d-Achse in p.u.";"Subtransiente Spannung, q-Achse in p.u.";"Erregerspannung in p.u.";"Konvertierungsfaktor (=xadu/rfd)";"firel in deg";"Impedanz, phi in deg";"Impedanz, mag in p.u.";"Gesamte Wirkleistung/Anschluss i in MW";"Gesamte Blindleistung/Anschluss i in Mvar";"Gesamte Wirkleistung/Anschluss j in MW";"Gesamte Blindleistung/Anschluss j in Mvar";"u1, Betrag/Anschluss i in p.u.";"u1, Betrag/Anschluss j in p.u.";"Mitsystem-Strom, Betrag/Anschluss i in kA";"Mitsystem-Strom, Betrag/Anschluss j in kA";"u1, Betrag in p.u.";"Mitsystem-Strom, Betrag in kA";"Gesamte Wirkleistung in MW";"Gesamte Blindleistung in Mvar"
0,10000000;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,00000070;0,99999982;60,00000004;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,00000070;0,99999982;60,00000004;0,00204008;0,00204002;-0,00019271;0,00204011;3,59441404;0,00000009;-0,00000001;0,00000000;0,99999970;-0,00048928;0,99998043;-0,00028527;1,32860427;0,99998368;-0,00031962;0,00000000;0,00048928;0,99999970;0,00028527;0,99998043;0,99992981;2,50229750;0,00000000;83,29016326;0,16629975;-0,49995033;-0,00000000;0,50490389;-0,04794267;0,99413552;0,99999982;0,01759692;0,01774652;0,99413552;0,01759692;0,49995032;0,00000000
0,10000000;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,00000070;0,99999982;60,00000004;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,00000070;0,99999982;60,00000004;0,00204008;0,00204002;-0,00019271;0,00204011;3,59441404;0,00000008;-0,00000001;0,00000000;0,99999970;-0,00048928;0,99998043;-0,00028527;1,32860427;0,99998368;-0,00031962;0,00000000;0,00048928;0,99999970;0,00028527;0,99998043;0,99992981;2,50229750;0,00000000;83,29016326;0,16629975;-0,49995033;-0,00000000;0,50490389;-0,04794267;0,99413552;0,99999982;0,01759692;0,01774652;0,99413552;0,01759692;-0,49995033;-0,00000000
0,10500000;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,01168936;0,99998047;60,00000004;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,01168936;0,99998047;60,00000004;0,00204008;0,00000000;0,00000000;0,00000000;3,59444953;0,00014563;-0,00182084;0,00000000;0,99998043;-0,00028527;0,99998043;-0,00028527;1,32860426;0,99998286;-0,00030931;0,00000000;0,00028527;0,99998043;0,00028527;0,99998043;0,99992981;2,50229750;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,99998047;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,11166667;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,01291960;0,99998027;60,00000004;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,01291960;0,99998027;60,00000004;0,00204007;0,00000000;-0,00000000;0,00000000;3,59446510;0,00012487;-0,00168378;0,00000000;0,99997898;-0,00026379;0,99997898;-0,00026379;1,32860425;0,99998184;-0,00029601;0,00000000;0,00026379;0,99998023;0,00026379;0,99998023;0,99992981;2,50229750;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,99998027;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,12166667;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,01390606;0,99998024;60,00029371;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,01390606;0,99998024;60,00029371;0,00204007;0,00000000;-0,00000000;0,00000000;3,59447675;0,00010931;-0,00157389;0,00000000;0,99997790;-0,00024658;0,99997790;-0,00024658;1,32860423;0,99998043;-0,00027691;0,00000000;0,00024658;0,99998021;0,00024658;0,99998021;0,99992981;2,50229750;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,99998024;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,13166667;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,01481754;0,99998037;60,00035330;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,01481754;0,99998037;60,00035330;0,00204007;0,00000000;-0,00000000;0,00000000;3,59448664;0,00009607;-0,00147235;0,00000000;0,99997696;-0,00023067;0,99997696;-0,00023067;1,32860420;0,99997919;-0,00025905;0,00000000;0,00023067;0,99998035;0,00023067;0,99998035;0,99992981;2,50229750;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,99998037;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,14166667;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,01567022;0,99998062;60,00040472;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,01567022;0,99998062;60,00040472;0,00204007;0,00000000;-0,00000000;0,00000000;3,59449527;0,00008449;-0,00137736;0,00000000;0,99997614;-0,00021579;0,99997614;-0,00021579;1,32860416;0,99997810;-0,00024233;0,00000000;0,00021579;0,99998059;0,00021579;0,99998059;0,99992981;2,50229750;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,99998062;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,15166667;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,01646788;0,99998096;60,00045430;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,01646788;0,99998096;60,00045430;0,00204007;0,00000000;-0,00000000;0,00000000;3,59450279;0,00007437;-0,00128850;0,00000000;0,99997542;-0,00020187;0,99997542;-0,00020187;1,32860413;0,99997714;-0,00022670;0,00000000;0,00020187;0,99998094;0,00020187;0,99998094;0,99992981;2,50229750;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,99998096;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,16166667;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,01721409;0,99998138;60,00050348;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,01721409;0,99998138;60,00050348;0,00204006;0,00000000;-0,00000000;0,00000000;3,59450935;0,00006551;-0,00120537;0,00000000;0,99997478;-0,00018884;0,99997478;-0,00018884;1,32860409;0,99997629;-0,00021207;0,00000000;0,00018884;0,99998137;0,00018884;0,99998137;0,99992981;2,50229750;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,99998138;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,17166667;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,01791216;0,99998189;60,00055297;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,01791216;0,99998189;60,00055297;0,00204006;0,00000000;-0,00000000;0,00000000;3,59451507;0,00005776;-0,00112760;0,00000000;0,99997422;-0,00017666;0,99997422;-0,00017666;1,32860405;0,99997555;-0,00019839;0,00000000;0,00017666;0,99998187;0,00017666;0,99998187;0,99992981;2,50229750;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,99998189;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,18166667;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,01856519;0,99998245;60,00060306;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,01856519;0,99998245;60,00060306;0,00204006;0,00000000;-0,00000000;0,00000000;3,59452005;0,00005099;-0,00105485;0,00000000;0,99997372;-0,00016526;0,99997372;-0,00016526;1,32860401;0,99997489;-0,00018559;0,00000000;0,00016526;0,99998244;0,00016526;0,99998244;0,99992981;2,50229750;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,99998245;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,19166667;60,00000000;19,10303116;1,00000000;0,00000000;0,00000000;0,00204008;0,00000000;0,00000000;0,00000000;8,96000004;3,73128772;0,53500003;0,33461556;0,07500000;0,04984051;0,15000001;0,06254496;0,01917609;0,99998308;60,00065389;0,27819000;0,15666750;0,08316000;0,00000000;0,00000000;0,00000000;0,10000000;0,10000000;0,15048000;0,15000001;0,36135000;0,23982750;0,09142536;0,02229661;0,01886811;0,00000000;0,00011117;0,00317154;0,00310415;0,00000000;0,01917609;0,99998308;60,00065389;0,00204006;0,00000000;-0,00000000;0,00000000;3,59452439;0,00004506;-0,00098680;0,00000000;0,99997327;-0,00015460;0,99997327;-0,00015460;1,32860396;0,99997431;-0,00017362;0,00000000;0,00015460;0,99998306;0,00015460;0,99998306;0,99992981;2,50229750;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,99998308;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
