IEEEtype3 SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT
"Zeitpunkt in s";"A";"A1";"Ki1";"Current Factor in pu";"Voltage Factor in pu";"Controller Gain in pu";"Stabilization Path Gain in pu";"Excitor Constant in pu";"Measurement Delay in s";"Stabilization Path 1th Time Constant in s";"Excitor Time Constant in s";"Controller Time Constant in s";"Controller Output Minimum in pu";"Controller Output Maximum in pu";"Excitor Maximum Output in pu";"curex";"ur";"ui";"ir";"ii";"u";"usetp";"Vbias";"avrref";"upss";"vuel";"voel";"V1";"V2";"Vr";"Vb";"Vb1";"uerrs"
0,823000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,824000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,825000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,826000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,827000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,828000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,829000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,830000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,831000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,832000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,833000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,834000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,835000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,836000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,837000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,838000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,839000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,840000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,841000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,842000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,843000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,844000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,845000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,846000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,847000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,848000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,849000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,850000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,851000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,852000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,853000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,854000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,855000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,856000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,857000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,858000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,859000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,860000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,861000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,862000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,863000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,864000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,865000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,866000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,867000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,868000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,869000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,870000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,871000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,872000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,873000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,874000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,875000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,876000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,877000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,878000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,879000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,880000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,881000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,882000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,883000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,884000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,885000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,886000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,887000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,888000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,889000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,890000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,891000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,892000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,893000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,894000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,895000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,896000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,897000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,898000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,899000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
0,900000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321982;1,791693;1,791692;1,791693
