IEEEtype3 SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT;SCPT
"Zeitpunkt in s";"A";"A1";"Ki1";"Current Factor in pu";"Voltage Factor in pu";"Controller Gain in pu";"Stabilization Path Gain in pu";"Excitor Constant in pu";"Measurement Delay in s";"Stabilization Path 1th Time Constant in s";"Excitor Time Constant in s";"Controller Time Constant in s";"Controller Output Minimum in pu";"Controller Output Maximum in pu";"Excitor Maximum Output in pu";"curex";"ur";"ui";"ir";"ii";"u";"usetp";"Vbias";"avrref";"upss";"vuel";"voel";"V1";"V2";"Vr";"Vb";"Vb1";"uerrs"
0,010000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,011000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,012000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,013000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,014000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,015000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,016000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,017000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,018000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,019000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,020000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,021000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,022000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,023000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,024000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,025000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,026000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,027000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,028000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,029000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,030000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,031000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,032000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,033000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,034000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,035000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,036000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,037000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,038000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,039000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,040000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,041000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,042000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,043000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,044000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,045000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,046000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,047000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,048000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,049000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,050000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,051000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,052000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,053000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,054000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,055000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,056000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,057000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,058000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,059000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,060000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,061000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,062000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,063000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,064000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,065000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,066000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,067000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,068000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,069000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,070000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,071000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,072000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,073000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
0,074000;0,304183;0,687144;2,620000;2,620000;1,190000;120,000000;0,020000;1,000000;0,000000;0,600000;0,050000;0,150000;-1,200000;1,200000;2,780000;1,791692;1,011588;0,165269;0,822865;0,100184;1,025000;1,025000;-0,002683;1,022317;0,000000;0,000000;0,000000;2,533906;0,834156;-0,321981;1,791693;1,791692;1,791693
