Standard Model;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1;G1
0,025000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,026000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,027000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,028000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,029000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,030000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,031000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,032000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,033000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,034000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,035000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,036000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,037000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,038000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,039000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,040000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,041000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,042000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,043000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,044000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,045000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,046000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,047000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,048000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,049000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,050000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,051000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,052000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,053000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,054000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,055000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,056000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
0,057000;0,278190;0,156667;0,083160;0,000000;0,000000;0,000000;0,100000;0,100000;0,150480;0,150000;0,361350;0,239827;0,091425;0,022297;0,018868;0,000000;0,000111;0,003172;0,003104;0,000000;0,289457;0,289457;0,122251;0,271209;3,889929;0,000000;-0,000000;0,000000;1,037964;-0,065043;1,050189;-0,037923;1,403769;1,048130;-0,042490;0,000000;0,065043;1,037964;0,037923;1,050189;1,082139;2,502297
